,twitts,sentiment
1651,"Waiting for Corey, but he's late  I hope there's no traffic on the way to Comcast Center later because I'm already late.",0
1652,"@ruhanirabin  Ruhani, thanks for the music!  Nice~~~~  Wish u a #BRILLIANT sunday too, how is it so far? ",1
1653,"Just watched The Boy In The Striped Pajamas, sad movie ",0
1654,"Anybody wanna tell me the name of Snow Patrol's newest album? I'm too lazy to download individual songs, so I'll get the whole album. ",1
1655,Updating an ipod ,1
1656,@charleneortiz ohh thank you! i appreciate that! ,1
1657,thanks babe :/ my head hurts alot ,0
1658,Pissed off at my dad ,0
1659,"@turquoiseink Well, I found a &quot;Let's Get it On&quot; video...Oh. My. God....He will be the death of me....haha. ",1
1660,@LMcDaniels for what? R u leavin me again before I get to see u! ,0
1661,@JannJones it was a weak attempt at replicating Sir Waid's hydrocephalic Batman.. I ended up drawing my normal version ,0
1662,i need more snapple.. ,0
1663,@TeenyR dye mine dark red all time.ex is dark auburn auburn and had times with his character shall we say.lol ,1
1664,my pet rock died today ,0
1665,Dance Floor Anthem [I Don't Wanna Be In Love]  Good Charlotte &lt;33,1
1666,Mommas home! Helping me w/art&amp;crafts. I miss richie ,0
1667,SAD SAD SAD missing my cat !!! Poor baby is missing     hope u all have had a great week,0
1668,"@Natasja_Cupcake UR right, you're family's didn't win the lottery on that one. SUX! ",0
1669,"Its official, I'm sick and its more than allergies   doc appt tomorrow. I can't really breathe, I have vicks on. Goodnight.",0
1670,@ScrapShoppeEtsy Thanks so much for the #Followfriday! You are so nice! ,1
1671,Swinging through the trees on this beautiful summer breeze.... wha ha ha.... its good to be young ,1
1672,-28 ... messed up a few times. 2 ppics and one screwy angle read ... my backspins are really letting me down  need to work on those,0
1673,"@IrishLad585 hey, good mid-morning! ",1
1674,@MONEYMOE12 U GOT MY NUMBER TOO...i MiSS OUR CONVOS  UR SUCH A STRANGER TO ME NOW...,0
1675,RAIN. AGAIN. Are we being punished? ,0
1676,I don't know what to do with myself today ,0
1677,we can do this all over again tomorrow when i wake up! i'm waiting on video two to load ,0
1678,"@silvergrrl please also keep @JackThaCat in your thoughts. His tail had a run in w/me &amp; the recliner. He's home, but sporting a cone. ",0
1679,im tryna be a 40 year old virgin ,1
1680,"@mileyfashion No, she hasn't replied  I don't think she bothers when people don't send the right kind of sample. You still don't....(cont)",0
1681,http://twitpic.com/7s7mc I want this.!!!!!! too bad they didnt have my size 8 ,0
1682,"Can't believe its the longest night of the year 2moro! And then after that, the nights start getting shorter again! ",0
1683,I can't get sunshine anywhere ,0
1684,toes are cold ,0
1685,"Landed in Helsinki. My first time ever, looks beautiful from above. Unfortunately it's a brief 24 hour visit. ",0
1686,sad: #savechuck was not about saving pushing daisies ,0
1687,"WATCHING THE HILLS FINALE, GONNA MISS LAUREN, THEN THE MTV MOVIE AWARDS, WOOOOO! ",1
1688,chillin in west va rockin to paramore todays my last day here ,0
1689,@playspymaster Locations: Widdrington .. its a tiny village .. perfect for hiding spys in ,1
1690,looks like these sunny spells will continue into next week. ,1
1691,Gave the dogs a bath today.  House now smells like wet dog.  ,0
1692,I'm kind of sad they were home because if the order got scrapped those chicken enchiladas would have been mine all mine! Hungry ,0
1693,@adam1975 cheers dude. might have some funding to help stage a nice urban decay photo exhibit too.. email me if you're keen. ,1
1694,"@Maykats And, what would be your special hidden talent? I'm just curious. ",1
1695,"right, sitting in tent listening to the rain pouring down ",0
1696,"WOO HOO. I AM ALL CAUGHT UP ON MY REPLIES, WEEEEE!!!   ",1
1697,ugh ugh. not a good morning. i just woke up with a gigantor headache and i sound like froggy from the little rascals.  my throat hurts ...,0
1698,can't believe she has to go to work when the weather is this nice ,0
1699,@vanessawhite u r a totally amazing singer! truly great! plz tweet bk nd say hey! would b very happy  luv u loads xo luv alex xoxo,1
1700,@MMHighlights What's going on? Partying tonight huh? LOL! ,1
1701,@KyleKalbfleisch i eant rashad evans to win to but jus to be a meanie go machida! ,1
1702,Twitter is so quiet when there's no livefeed twittering   Hello?  Is anyone still out there?,0
1703,@jeanelakin You are welcome. We look forward to more stimulating discussions from barcampers. ,1
1704,Woo! @eyeslipsface has makeup remover wipes! They're in the studio line. Yay. Gotta get some. ,1
1705,@kirstiealley is saving the world.. one movie and berry at a time  Let me know how I can help!,1
1706,"@ddlovato  ****** LIFE is not always easy, but you just need to live it ONE DAY AT A TIME ",1
1707,"If Laura is in your twitter ID, I want to follow you ",1
1708,"@curtis_susuki GM Curtis, have a fantastic day ",1
1709,hmm i miss missyy  ohh wow..,0
1710,@sueyoungmedia Thanks so much! ,1
1711,@KMers .. I miss my kitty.  He had dreadfully slow kidney failure b/c tainted cat food. had to put him down abt a year ago ,0
1712,"@SxYBaByC cool, just trying to make the day move faster...its not the same without u... ",0
1713,"is going to watch last nights Katie &amp; Peter: Stateside,   Hope they can worker everything out!! ",1
1714,I can't go back to sleep. Why am I up and running off of like less than 3 hours of sleep? I have to babysit today.  Hope I don't pass out,0
1715,I am going camping this weekend and i really need more friends on here ,0
1716,@JonathanRKnight enjoy your freedom!   We can't wait to punish you again!  ,1
1717,@marjorayy so then you should blogspot about it  haha,1
1718,@lexiphanic  cheap and good system  http://bit.ly/Fgl2Y,1
1719,@paperclipface why limit your story to 140 ch. Tell all what is #annoying you at www.iamsoannoyed.com ,1
1720,Fly to your heart-Selena Gomez ,1
1721,Feelin kinda lonely without my bestie ,0
1722,whaat a shit weather...grr hate it !!! ,0
1723,"@PJlittleFoot1  shitty, sorry, i guess i kinda helped along with that ",0
1724,"Watching HOUSE season 5. I love you, Hugh Laurie!! ",1
1725,@ThatChrisGore Left4Dead 2 I want it now ,0
1726,Van shopping ,1
1727,"@Mispah lmao!!! G-O-O-D/...oh btw, i know where beyonce lives...LOL. im not a stalker ",0
1728,Ah. I am very tired. Sleep visited me early in the morning. :/ @davanti Yes. You should.  You have a lovely voice.,1
1729,"study for math exam tomorrow, hope i'll doing well ",1
1730,@Adrienne_Bailon I'll b up. I have 2 work @ 4am ,0
1731,@wormdance really sorry for my disability to help you ,0
1732,HOME!  I have go work in 4 hours so I'm gonna relax before cleaning a bit.,1
1733,and the night continues... ,1
1734,@eddieizzard Ok...retweeted ,1
1735,@ddubscovergirl cont'd blood thinners. i have had two dvts in my legs in a year ,0
1736,"@jesssicaraymond i used to go on my laptop at like 1am a few years ago and i got bollocked, its not fun ",0
1737,hey just missin my friends! ,0
1738,@italylogue thanks for the info! I'm getting excited now I have changed my Pounds for some Euros! ,1
1739,"@DrNinjaPhD  waste of calories, almost as bad as a waste of money or time!!!",0
1740,building 6 servers at once  sad....,0
1741,"@yaseminx3 Ohh..okay. Thanks for your reply  I wanna ask him, but I bet he'll never reply anyway. lol xD",1
1742,@RealHughJackman we're watching it tonight! i'm sure i will love it ,1
1743,@MadMarlz I'll PM you back on t.nu ,1
1744,"still waiting for sms / call / email / etc from school about the announcement, how come DeHa not do the announcement today?! ",0
1745,eating yghurt yummy.. ,1
1746,Hate to be on a downer but Feeling Sad/disappointed/annoyed/upset/regretful ,0
1747,so tired. UP was amazing. got my cap and gown today! had fun in Long Beach with my boy and friends. time to sleep. party tomorrow! ,1
1748,"Have been painting all weekend, now Iâm back at work. Only 2 weeks left to vacation, nice ",1
1749,@queenie_nyc the one i briefly considered and now wish i'd purchased has already disappeared from the listing ,0
1750,"@GDhuyvetter did I really use the word &quot;hate&quot; ?  I do believe any company in &quot;communication&quot; should be good at it, some are not.",1
1751,at home sick with my favourite aunt in the whole wide world  then villa swim practice later,1
1752,sore throat ,0
1753,http://twitpic.com/6dmjn - I love my eyes in this picture  Prom pic close up. Amanda Purtell's photography. Love you name-twin! ,1
1754,"My boys are headed to football camp and wow do they  need alot of food! Tough for an unemployed chica, need to sell more of my stuff. ",0
1755,"Preparing a proposal for a big project, i'm hoping and praying I can close this deal  ! #fb",1
1756,@justcallmetan trying to relax only one more week till vacation ,1
1757,I am going to make this! http://bit.ly/gbCPt  ,1
1758,@Fresh_and_Easy when will these stores in Sacramento open? Been waiting and nothing ,0
1759,@EricMillegan Wish you would be back on t.v.  Really miss you on Bones! ,0
1760,@FragileBubble Babes!  you popped up on msn and then left again   is it giving you grief again?  hope your head is better &lt;3,0
1761,@Ryan_Shelton of corse not *cough cough* but there is no shame in being addicted to twitter.... +_+ lol i am....... ,1
1762,Yusss! It's Blue-White Day/Yearbook Day! ,1
1763,@TheDailyBlonde Kids should take priority!  We'll catch up!  No worries!! ,1
1764,I love when random shuffle does that ,1
1765,Why do I always get the really smelly people sit next to me on the bus? Why? ,0
1766,@DavidArchie Are you coming back to Asia again soon? Glad to know you enjoyed your stay while you were there. ,1
1767,@thefenst I bet you really joined because of Oprah  ,1
1768,was disappointed in Wolverine. Didn't follow the comic books. ,0
1769,@forourhero everyones stealling my popcorn sad  #forourhero#forourhero btw jay i love holiday parades new album (:,0
1770,If your wondering my pic was taking last year on my sisters birthday i like to take weird pics thats why its only my eye LOL ,1
1771,@yerex ill miss him when he goes. Not that convinced by the new dude ,0
1772,"Good Morning Tweeple, #musicmonday is great  http://bit.ly/jF0wQ and yes I checked out #WolframAlpha watch out Google!",1
1773,@pinksharpii  Thank you.,1
1774,@webchyk Indeed I did. Web dev intern there for the summer of '06. And what a loooong summer it was. J/k. ,1
1775,"@Agent_M not only did I love the 1967 Spiderman series, I watched it in Spanish. Hombre Arana baby. Can't make a tilde on a Blackberry ",0
1776,@RosalieHalegirl YeaH! Got Bunch of friends in Toronto. It is quite cool there. Mad chill peeps ,1
1777,@jemappellekim yeah he was enjoying it ,1
1778,@chriswalder We have an antique joke book that we use as a source... why do you ask? ,1
1779,@SI_MITCHELL i'm sure it'll still have lots of killer robot action goodness ,1
1780,@michael_beasley u miss Kansas toooooooo huh...... don't deny it loserface.....  xO,1
1781,Today is the last day I can ever skip school. So don't expect to see me there ,1
1782,Caffeine is my bff ,1
1783,"@alliecine Well you know what they say, actors must be willing to humiliate themselves. ",1
1784,@ajmclean_team im great and proud to be a bsb fan #BSB ,1
1785,Good grief......one of my dogs has heartworms!  ,0
1786,@Jessicaveronica how about just coming to london it solves ALL your problems  x,1
1787,We're on the downward slide  is it too late to take back the events i set in motion?,0
1788,@lemonheaded No ,0
1789,"good morning my fellow tweets, i feel likee shitttttttttt. ",0
1790,just bought a magazine ,1
1791,Yard work ,1
1792,"blahh, the onee weekend i really need to get out of this hell hole, no one can hang out ",0
1793,@explosivityy When are you leaving? ,0
1794,Haveing trouble with twitter web interface - wont let me tweet ,0
1795,@tommcfly when r u guys coming to jersey? gd luck with the tour ,1
1796,"@milagro88 LOL! That's ok. Yeah, we did.  He's looking forward to Thursday since we're going around for Visita Iglesia. 14 churches!",1
1797,Daughter has a 45 min orthodontist appt and I forgot my ebook reader ,0
1798,Day 3 of this spring/summer cold.  Attempting a day of recuperation. Saturday morning Cartoons.,0
1799,weakly wednesday. ,0
1800,Cape.. Ngantuq.. Laper.. Pusing.. What a tired morning.. ,0
1801,"Going to see Up today! I'll probably cry my eyes out, seeing as it's a Pixar movie. ",1
1802,@TheDanishGirl ...he would just touch her on her back with his paw when he caught her. Cutest thing! ,1
1803,@ShoeBox21 I read it and commented. Congrats on the feature! ,1
1804,@SheilaCWright Thanks for following.......but if I get any more energy I'll spin out of control!  ,1
1805,@kimmykun awww....all the boys in my life are trek nerds! so cute!! ,1
1806,@KelseyTimmerman Thanks for the #followfriday mention! ,1
1807,is going to bed and has to go back to work tomorrow  only wish I had one more day.,0
1808,@CarpathiaB sitting at home. Fail sauce. Chris won't answer his phone ,0
1809,Breakfast with Mom ,1
1810,"I'm so sunburnt. My legs are agony, I feel like I'm on fire! Sun lotion didnt work ",0
1811,"ugh, looks like i have to give up my blacberry, trackball still not working, sad day     need to feel productive, but where's the energy?",0
1812,@crittyjoy Becky getting to see Christy Nockels... ,0
1813,Police told us we had to leave the playground because its after 10. I was in midst of sand crane operation. ,0
1814,Had a fun night. Feel like I walked round the whole of Boulder! Sad the Cavs got beaten by the Magic tonight.  #NBA,0
1815,Last min attempt to get Mom the Mother's Day gift she wanted was unsuccessful.    I hope she likes my backup gift.,0
1816,@damohopo  #ceavagebarrometer showing poor weather for the Nprth East. ,0
1817,man oh man! I did not want to get out of bed this morning! &amp; I am dreading zumba 2nite! ,0
1818,@JMMAgroup haha thanks. mayer dominates. ,1
1819,I just had an Indian guy sing a rickshaw themed song to me. Chuckle ,1
1820,@mikestopforth ,0
1821,"really soar ... but its that good feeling soar  0o0o @davo_mcflavo, i got ur wraps buddy",1
1822,@BonnieGlick So cool that you go on these biking trips. I wouldn't last a mile. Gotta do something about it. ,1
1823,@ponyy that's not very noice  jut bring a tear to my eye thanks!,0
1824,Oooooh this one's bad. Fatality I think ,0
1825,"awake since 5am. hella early, tlking to this asshole. ",0
1826,"So, got my netbook (it's TINY and AWESOME) - but ofc, I forgot I would need to charge the battery before it can be played with ",0
1827,@EmmaJaneR got my first smile this morning at 0410. Mind u think he was actually laughing at me after fully loading up his nappy! ,1
1828,Six days till the big move ,1
1829,"@nrg07 I do, actually!!  but I have to admit, I get sooo impulsive when it comes to shoes! Hihihiii",1
1830,I am an empty nester now! ,0
1831,@RiyuChan08 Cool! I would love to attend a Game's Midnight launch atleast once :S The game is good.. but its ultra expensive here ,0
1832,@nogara119  noes you cant get banned,0
1833,shit man i had to split my promotape in two to much tracks ,0
1834,has to study a lot for final exams again.. blgg! I will feel like in heaven when I've hopefully passt them ,1
1835,@mitchelmusso or you could call me  1-705-341-6311  ,1
1836,theres so much i wanna do that i cant do bc i have to get other things done with first ,0
1837,I'm gonna miss my desk here in the office!  today turned out to be such an emotional day...i feel happy and sad to leave my office desk.,0
1838,i cant change my design colors ,0
1839,@jordanknight Dr.Love; twitter is crashin;I say let's stop the game &amp;since ur already on the internet u could read some eurocontest gmail ,1
1840,@familychoice that competition is over but the current theme is water &amp; runs (SWIDT?) until the end of June. There's an invisible prize ,1
1841,@brookeiloveyou i will post anything good i find ,1
1842,"@BrittanyRave 200 miles?! that's really far away omg. i would die without concerts, they're the only fun thing to do here ",0
1843,"@Mandix Since yesterday, my internet broke.. it just got fixed.. and now my site is all blank ",0
1844,@Ms_Martini free from work.  lemme know and ill plan something funn.,1
1845,"@nickb sweet, do contractors get more than a closet with a window on it now that you have more space? ",1
1846,@jessielynne  aww that is so sweet! I wish I lived in chicago   I wanna help!,0
1847,Cookin oxtail n fryin chicken ,0
1848,@g_lifted nooo not geeky at all  So far so good..lol,1
1849,@PriyaQ hope it isnt mahindra holidays asking u to attend their product intro..before collecting ur free trip to munnar.. ,1
1850,had fun yesterday beating keo and his friends at bball  and bonfire afterwords at my house with sisters friends was great ,1
1851,"Great, just great. #Cookoutofthecentury and my wife's tummy hurts. Just. Great. ",0
1852,wants to apologize to heather for being stef this a.m. ... Sorry ,1
1853,Fck!n mRi got cancelled  man I dunno no moRe I'm just bRoken,0
1854,Fixed the last TGTWebcomics podcast page. It will now display properly and I didn't even have to restart the servers to boot ,1
1855,@Ahmadmz3 Aw MAN!  That is news I did NOT want to hear ,0
1856,"@SbutterAMfly So do I  Done I mean, as opposed to in my head or in a pile of yarn! Thanks for the cheer",1
1857,@j_mikal LOL! Yes I'm one of those. I took the blue pill and have been a mac/apple girl since I got my first personal computer ,1
1858,omg dreamweaver why are you f'ing with me right now? ,0
1859,@anaggh ok. sorry  lazy = yes. Diet Coke = no. ,0
1860,missing those crazy fan days! ,0
1861,So wish I could afford a mac ,0
1862,Prepared a new header for my blog..... http://lifeloveandlogic.wordpress.com   ,1
1863,Giving myself a facial. Very necessary!!! My skin looks horrible!!!!  http://yfrog.com/0fzk0zj,0
1864,@dizzlewp oh yeah... @zarinah rools!  she's def one a my tweet besties,1
1865,i hate obligations.  and i have way too many  cant wait to be out of this city and home for summer,0
1866,@pretzelknot @Lawry156 @_ochre Oh I freaked everyone out  Weird symptoms = me googling = me thinking I have every disease in the world.,0
1867,Just grabbed some yogurtworld and is heading to the airport ,0
1868,@NessaSlashRice my friendss frnd won  we wouldnve goteen a phone call by now if we did win,0
1869,Leighton Meester from Gossip Girls has a sex tape out &amp; there is a flood watch for all of NYC... today has not been a good day ,0
1870,mood improving... gradually. Fancy a bacon butty though ,0
1871,@GOODENess357 lol yes I did say that and I'm sticking to it till proven other wise ,1
1872,@mikegentile damn those security fun suckin ppl  ,0
1873,home from school today ,1
1874,is feeling like Monday morning....ugh ,0
1875,&gt;&gt;&gt; @RoryRory1 Sorry but I didn't make it the Zelda's. ,0
1876,@siouxsie07 You're welcome!!!!  Glad you like  ,1
1877,@VannyDel Shake your money-maker sister!!! I've hit a plateau (spl?) at 12 lbs lost. Now it's time to add the workout again at the gym. ,0
1878,Coletta's and No Country for Old Men. Being desserted tomorrow.  That makes me a sad panda.,0
1879,@mayorsam i agree-  noodles r essential 2 life. rn't most noodles composed of 90% H2O?..c its all making sense now. ,1
1880,3 hour time change = breakfast only = no french fries ,0
1881,@cotter75 sell that POS PS3 - Xbox360 rocks in every way! ,1
1882,@mimi_intheworld I haven't even watched it yet because I'm at work.  I just got excited when I saw it posted so I had to tell people!,0
1883,(@celesssste) i think someone in this area is having a party  shut up doof doof music ,0
1884,"am a stress head again, it took all of 5 minutes in the office. How depressing ",0
1885,@HoptonHouseBnB I KNOW!! just not fair ,0
1886,"Yukiko is ok now, I finally rescued her. She wasn't very happy though because I ate all her tofu ",0
1887,@shefaly @adriana872 I think remarkably few ppl have any concept of autonomy- most take both freedoms &amp; impositions for granted ,0
1888,Kinda annoyed right now. But w/ev its summer ,1
1889,"@valenciamusic have a safe flight boys, and hope japan is amaziiiing ",1
1890,@BB517 Well I will send out an email and you all can pick your fave cake and ice cream flavor  and the &quot;cup&quot; part is belgian chocolate,1
1891,@dusty_bitch thanks ,0
1892,"@MANDAMILMO Pizza is always good  Whether it's for breakfast, lunch, or supper... Good stuff ",1
1893,curioso pra como vï¿½o ficar as filmagens de 'the strain'. ,1
1894,@thetek i need that download dude!  hows your holiday going?,1
1895,Nervous about installing Safari beta (Mac) but glad I did -- love Top Sites feature ,1
1896,actually pulled off upgrading her phone. ,1
1897,waiting for @Nowimnothing22 to come visit meeee. wish my medicine would help the pain but it's not. boo ,0
1898,"eating grapes, yummmm! ",1
1899,@JERI7YN aww you're going back to east coast again?i haven't even seeen you! ,0
1900,"very tired, and nervous about work experience tomorrow  don't like nerves ",0
1901,goodnight goodnight. ,1
1902,It's a beautiful day!!! ,1
1903,@kerrylouisexxx oh  plenty of time to buy me a prezzie! ;),1
1904,@pensblogtweet what does the Quote say? I cant see it ,0
1905,@shortstephy I aaaamm! Awww I only got to see you for a couple of mintues ,0
1906,@Vikingfist Thanks for adding me to your cool people list for FF! ,1
1907,"Feels so tired,wishes second chances came around more often!!    x",0
1908,"Columbia.... Once again. Tony Martin - unbelieveble talent, who once again showed his abilities... Peter was strong, not not enough... ",0
1909,last sunday before going home!   ,1
1910,@kymmface omg so was up as amazing/tearjerking as I said it was or what?? ,1
1911,@jackieeeb I KNOW! I'm wide awake now. I won't fall back asleep till probably 3 and ill be super tired when I'm supposed to be up ,0
1912,@mister_peterman My cinematic class was full of pretentious wankers  paaaaaiiiiiinnnn. I wish I did theory electives instead of culture!,0
1913,@westlifefan1984 yay!!!   julian smith is wicked!!! want him to win!!!   ,1
1914,@jbarnholtz  no. I can't start that package until middle of June ((((,0
1915,Well...the good news is that at the end of may the live action Aqua Teen Hunger Force episode is on...the bad news is that I'm not Carl. ,0
1916,church camp tomorrow! so excited ,1
1917,"Yup, its official..I'm gonna be hungover for the yankees game tmrw   btw..Fireball Whiskey tastes like candy....its gonna be 1 HOT summer!",0
1918,"@TheRealHeatherG Sorry, fat ass here too ",0
1919,"@seamusshay Great news.  By the way, there is a little Doc on the way as well ",1
1920,@nilsipilsifan get one wit that. XD ,0
1921,"just woke up, not that I want to , but I have to pick up my aunt from school in an hour! ",0
1922,wants a famous person to noticve me and take me wawy into their life ,0
1923,walking hurts so much ,0
1924,@gomezkun Thank you. I think I need to see the GI doctor after all.. Dang it. ,0
1925,@IrishFireside for shame! u left me off ur list  http://bit.ly/G26Yh,0
1926,@killmotion I do tend to almost abuse emoticons! :O It is sad. ,0
1927,@LesleyAnneJones ahh u cried  me too but the movie was cool was en it ? xxxxxxxxx,0
1928,"@prateekgupta yeah agreed.. the convo that followed was ROFL  @viveksingh hehe, i've already been doing shameless advertising for the pic!",1
1929,is really gonna have a hard time staying awake today.. ohh boy. ,0
1930,@tayalejandro That;s too bad.   Not a good night for you. ,0
1931,My head hurts  cant wait to see FEY next weekend !!! wooo watching 2 1/2 men........U can tell i have nothing to do.,0
1932,"Today &amp; tomorrow is the Google Zeitgeist event being held not that far away from us at the Grove Hotel, Hertfordshire. No invites though ",0
1933,"feeling icky, headachey, and just downright down  which kinda sucks being today is my mom's birthday.....",0
1934,"@CandlesbyTasha That's great news, Tasha. I'm happy for you ",1
1935,"Enjoyed the exhibit, but no ashified mummies  Tam O' Shanter for graduation celebration dinner. Mmmm...",0
1936,"I should have brought a penknife, metal ruler and cutting mat to work. Cutting with a scissors is a bitch. ",0
1937,@bittersweetm Cat's out of the bag now! ,1
1938,@YOUNGHARLEM99 sounds like me...I dunno what to do after work today ,0
1939,@mariedancerr next thursday :/ idk if i will stay up but i REALLY WANT TO . but ill probs get caught ,0
1940,"Big Brother - Thursday 4th June, 9PM, Channel 4  Going to be goood this year or so the leaks suggest...........",1
1941,Can't remember the website for programming my harmony remote ,0
1942,"@FlyVince Nooooooo, lmaoo.  You haven't even accepted.",0
1943,"Pending on the twitter, I type between 61 and 84 wpm. Not too shabby, if I do say so myself. ",1
1944,Cold day in june  what do u do @aurian? love,0
1945,@Emm_Jay woot! JEM! I'd totally see that! ,1
1946,@Smithycurt NOBBBBBYYY NOBBY NOB ROTTY  ,1
1947,"@Awesome_Tie i know, i wanna see them in nottingham soooo much but i doubt that will ever happen ",0
1948,"The weather sucks today, I'm afraid I'll have to move the blogtv show to tomorrow ",0
1949,another day to think. alone in twiga all day. ,1
1950,@entreprediva haha  not at all!,1
1951,watching americas next top modal with natalyn  byez,1
1952,"@CrypticFragment Thanks dear! The tile is actually a Persian design (9th century, maybe?) But I loved it too ",1
1953,Everyone have a great night im off to bed.. its late.. Keep up the good tweets. Im enjoying reading them ,1
1954,@Jonasbrothers Guys..... U rock!! I love the first episode and I can't wait to see the second one!! Congratulations!! much love!! ,1
1955,Festival tickets are sold out! I guess we couldn't watch PCD ,0
1956,Ohdamn I think I just fell in love with @SongzYuuup. Someone help. ,0
1957,yesssss spy kids is on  haha used to love that movie,1
1958,@JasmineMrtnz awww thats sooo cutee dudeeee! ,1
1959,@jeffsgrippen i work in youth justice ,1
1960,insomnia is on full bloom now. looks like no sleep tonight...again ,0
1961,slowly going back to my old habits ,0
1962,Ihop with my mommy ,1
1963,i'm on school again i hate school the most of my friends outside of school are already free from school en the have a vacation I don't ,0
1964,my blonde always shines. ,1
1965,"@jaysnbrwn yes  i know both. @rose_samuels indeed, you?",0
1966,@itszikki you right u right...but woman run shit! know that! ,1
1967,@mktoon you're an 8 yo at heart. ,1
1968,"@peacockbargrill Just looked over them, they're nice!    (forgot to look earlier )",1
1969,Goodmorning twitters of all countries ,1
1970,The last thing I want to think about after an icky day at work is having to go back in the morning....but I do.  ,0
1971,thinks it's another glorious day. Far too nice for work. Hoping it's nice for my time off next week ,1
1972,"@DanielBrenton My Deepest Thanks for you!! Frustration of how to help has been hard for me. Knowing someone heard, Makes me Very Happy. ",1
1973,@jamiemcflyx Mine kept hanging up on me  Not the servor.. MY PHONE! Erghhh,0
1974,"@jason_isaacs I like tennis too, but I don't really follow it. Sorry about your player losing. ",0
1975,@arishiia Yes yes see you later! ,1
1976,is new at twitter.....already addicted! ,1
1977,I shooo wish I cuda been enjoying my oreo cookie milkshake wit whip cream and a cherry on top rite about now but I'm not ,0
1978,"@AmyElectro 18th July, tickets are Â£10 ",1
1979,Bought the MH bundle? Create a task called &quot;Mario&quot; or &quot;Star Wars&quot; in &quot;The Hit List&quot;. Make sure your sound is on and complete the tasks! ,1
1980,who likes spoungebob square pant ,1
1981,is anyone out there??  so bored at work...,0
1982,@whitey Heyyyy. ,1
1983,@GeekMommy Yeah...for sure. I hope at least you got to sleep this one off. Have a good night! ,1
1984,@Blackrush Must have had a busy Sunday ,1
1985,"&quot; ice caps suck, thats all i got. . i dont know why i said that i love ice caps. . water woo?&quot; ahh i love my brother ",1
1986,god #F1 = boring at the moment ,0
1987,watching meet theparents alone ,0
1988,@BrianaHarley sad day! ,0
1989,"Photo: I want. But mom says wait. Not the first quarter.  Maybe Iâll see you next quarter, Mac. http://tumblr.com/x1l21wij0",0
1990,@nickpaulus Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,1
1991,going to class ,0
1992,@jcbaggee sucks to be you now? ,1
1993,@BobbiBillard I like looking at and playing with the squeeky toys when I go shopping. *squeek squeek!* ,1
1994,"Our Ep 'This is Now' Is finally up for sale on itunes, please purchase a copy! ",1
1995,twitterfox seems to have broken ,0
1996,@hitzdotfm connecting friends and my assignment..  copy them all from internet.. LOL!!,1
1997,"@Rob_Banks hah yes, that coffee table on a bath tub is cool ",1
1998,"Mixing down &quot;Broken Heart&quot;, god I love full automation and total recall!  ",1
1999,"@luna81  I got chocolate yesterday. I'm not sure I get it today. Also, the lady at the store gave me the wrong ones.  ",0
2000,@ryanringold @jbchristensen thanks for your kind words - sorry for being slow on the response. ,1
2001,".@fohlin yup, will try it out soon, embarrasingly low on disk space at the moment though... ",1
2002,@ChrissyAsad Nice...been on &amp; off tweeting so ended up behind on my work! Have 2work late 2day! My report is due 2morrow.  Suckss!!,0
2003,@KevinRuddPM Like how you didn't spoil it for us over the other side of the continent ,1
2004,@YoungQ  Wish I could chat right now.  It's blocked on my work computer    Will you be chattin later on tonight?,0
2005,peach and mango ice tea.  yummmmmmmmm!,1
2006,"Kids are in the bath... yes... unaccompanied.  I'm probably looking for trouble after the weekend we've had, but gotta live on the edge ",1
2007,@MeganLovesJo yeah. awww! well you'll still get to see her!  and who knows what could happen ,1
2008,I just too my first breathalizer and passed. Yessss! ,1
2009,"@Jamesashton20 lol, teaching job am guessing? and dont talk to me about jobs as my mum telling me i need one for over summer and nxt yr ",0
2010,@haloHalo45 OMG i'm drinking swiss hazelnut coffee!!  ,1
2011,FML. I hate CSS SO BAD. I can't find an lj layout that has everything I want. ,0
2012,"Good week last week, got plenty of work done and achieved some new goals. Business Development was great ",1
2013,"Listening to Demi Lovato, Jonas Brothers, Selena Gomez and Camp Rock Music!! ",1
2014,"@Zanna85 Oh no! I don't think he'd understand  Explain it to him, I think he likes it when you do that!",0
2015,"Brandon's final flag football game today - the kid is a stud, what can I say. ",1
2016,Doing a lot of sales today. ,1
2017,i had an interview this arvo ,1
2018,@jcookfans oooo  im sorry,0
2019,Lunch with the tersiguels and stacy was amazing!  Now at mica till midnite forgot my computer ,0
2020,@IAMtheCOMMODORE YES! Red Wings are going to win the cup again for the second year in a row ,1
2021,@julie_moore you are such a good friend i'll drink to that  xxx lol,1
2022,has a massive headache now for no particular reason.  Hopefully I can ignore it &amp; finish my essay ahead of tonight's ice cream quest!,0
2023,Woke up at 6am... Jetlaging.. I need to have my car checked/repaired... The &quot;Check Engine&quot; light was on for 15 min.s yesterday ,0
2024,VGL was fun! too bad I'm not a big fan of RPGs ,0
2025,I'm broke  Girls night out!&lt;3,0
2026,I am scared of the gcc compiler  ,0
2027,@TrackstarGIBSON ,0
2028,@UzimaCollective WOW! Feelin that pic Ma ,1
2029,@nicksantino you never came to six flags with me. ,0
2030,@shooty668 hope you're much better soon...bugger ,0
2031,Wolverine just ended... It wasn't good.  Next!,0
